"Runner_name","Runner_SexeAge","Runner_Nationality","Runner_Team","Runner_Distance_name","Runner_Distance_Time"
"Craig Leon","M34","Eugene","Team NIKE","15K","0:45:45"
"Craig Leon","M34","Eugene","Team NIKE","10M","0:49:10"
"Craig Leon","M34","Eugene","Team NIKE","11M","0:54:17"
"Craig Leon","M34","Eugene","Team NIKE","12M","0:59:07"
"Craig Leon","M34","Eugene","Team NIKE","20K","1:01:20"
"Craig Leon","M34","Eugene","Team NIKE","13M","1:04:15"
"Craig Leon","M34","Eugene","Team NIKE","HALF","1:04:50"
"Craig Leon","M34","Eugene","Team NIKE","14M","1:09:16"
"Craig Leon","M34","Eugene","Team NIKE","15M","1:14:22"
"Craig Leon","M34","Eugene","Team NIKE","25K","1:17:07"
"Craig Leon","M34","Eugene","Team NIKE","16M","1:19:17"
"Craig Leon","M34","Eugene","Team NIKE","17M","1:24:16"
"Craig Leon","M34","Eugene","Team NIKE","18M","1:29:10"
"Craig Leon","M34","Eugene","Team NIKE","30K","1:32:25"
"Craig Leon","M34","Eugene","Team NIKE","19M","1:34:12"
"Craig Leon","M34","Eugene","Team NIKE","20M","1:38:59"
"Craig Leon","M34","Eugene","Team NIKE","21M","1:44:07"
"Craig Leon","M34","Eugene","Team NIKE","35K","1:47:34"
"Craig Leon","M34","Eugene","Team NIKE","22M","1:48:44"
"Craig Leon","M34","Eugene","Team NIKE","23M","1:53:20"
"Craig Leon","M34","Eugene","Team NIKE","24M","1:57:59"
"Craig Leon","M34","Eugene","Team NIKE","40K","2:01:48"
"Craig Leon","M34","Eugene","Team NIKE","25M","2:02:30"
"Craig Leon","M34","Eugene","Team NIKE","26M","2:07:11"
"Craig Leon","M34","Eugene","Team NIKE","MAR","2:08:13"
"Mustafa Mohamed","M40","SWE","Team NIKE","3M","0:14:45"
"Mustafa Mohamed","M40","SWE","Team NIKE","5K","0:15:16"
"Mustafa Mohamed","M40","SWE","Team NIKE","4M","0:19:42"
"Mustafa Mohamed","M40","SWE","Team NIKE","5M","0:24:36"
"Mustafa Mohamed","M40","SWE","Team NIKE","6M","0:29:30"
"Mustafa Mohamed","M40","SWE","Team NIKE","10K","0:30:35"
"Mustafa Mohamed","M40","SWE","Team NIKE","7M","0:34:25"
"Mustafa Mohamed","M40","SWE","Team NIKE","8M","0:39:14"
"Mustafa Mohamed","M40","SWE","Team NIKE","9M","0:44:14"
"Mustafa Mohamed","M40","SWE","Team NIKE","15K","0:45:45"
"Mustafa Mohamed","M40","SWE","Team NIKE","10M","0:49:10"
"Mustafa Mohamed","M40","SWE","Team NIKE","11M","0:54:17"
"Mustafa Mohamed","M40","SWE","Team NIKE","12M","0:59:07"
"Mustafa Mohamed","M40","SWE","Team NIKE","20K","1:01:20"
"Mustafa Mohamed","M40","SWE","Team NIKE","13M","1:04:15"
"Mustafa Mohamed","M40","SWE","Team NIKE","HALF","1:04:50"
"Mustafa Mohamed","M40","SWE","Team NIKE","14M","1:09:16"
"Mustafa Mohamed","M40","SWE","Team NIKE","15M","1:14:22"
"Mustafa Mohamed","M40","SWE","Team NIKE","25K","1:17:07"
"Mustafa Mohamed","M40","SWE","Team NIKE","16M","1:19:17"
"Mustafa Mohamed","M40","SWE","Team NIKE","17M","1:24:16"
"Mustafa Mohamed","M40","SWE","Team NIKE","18M","1:29:10"
"Mustafa Mohamed","M40","SWE","Team NIKE","30K","1:32:25"
"Mustafa Mohamed","M40","SWE","Team NIKE","19M","1:34:12"
"Mustafa Mohamed","M40","SWE","Team NIKE","20M","1:38:59"
"Mustafa Mohamed","M40","SWE","Team NIKE","21M","1:44:07"
"Mustafa Mohamed","M40","SWE","Team NIKE","35K","1:47:34"
"Mustafa Mohamed","M40","SWE","Team NIKE","22M","1:48:44"
"Mustafa Mohamed","M40","SWE","Team NIKE","23M","1:53:20"
"Mustafa Mohamed","M40","SWE","Team NIKE","24M","1:57:59"
"Mustafa Mohamed","M40","SWE","Team NIKE","40K","2:01:48"
"Mustafa Mohamed","M40","SWE","Team NIKE","25M","2:02:30"
"Mustafa Mohamed","M40","SWE","Team NIKE","26M","2:07:11"
"Mustafa Mohamed","M40","SWE","Team NIKE","MAR","2:08:13"
"Brendan Martin","M30","Smithtown","Team NIKE","3M","0:14:45"
"Brendan Martin","M30","Smithtown","Team NIKE","5K","0:15:16"
"Brendan Martin","M30","Smithtown","Team NIKE","4M","0:19:42"
"Brendan Martin","M30","Smithtown","Team NIKE","5M","0:24:36"
"Brendan Martin","M30","Smithtown","Team NIKE","6M","0:29:30"
"Brendan Martin","M30","Smithtown","Team NIKE","10K","0:30:35"
"Brendan Martin","M30","Smithtown","Team NIKE","7M","0:34:25"
"Brendan Martin","M30","Smithtown","Team NIKE","8M","0:39:14"
"Brendan Martin","M30","Smithtown","Team NIKE","9M","0:44:14"
"Brendan Martin","M30","Smithtown","Team NIKE","15K","0:45:45"
"Brendan Martin","M30","Smithtown","Team NIKE","10M","0:49:10"
"Brendan Martin","M30","Smithtown","Team NIKE","11M","0:54:17"
"Brendan Martin","M30","Smithtown","Team NIKE","12M","0:59:07"
"Brendan Martin","M30","Smithtown","Team NIKE","20K","1:01:20"
"Brendan Martin","M30","Smithtown","Team NIKE","13M","1:04:15"
"Brendan Martin","M30","Smithtown","Team NIKE","HALF","1:04:50"
"Brendan Martin","M30","Smithtown","Team NIKE","14M","1:09:16"
"Brendan Martin","M30","Smithtown","Team NIKE","15M","1:14:22"
"Brendan Martin","M30","Smithtown","Team NIKE","25K","1:17:07"
"Brendan Martin","M30","Smithtown","Team NIKE","16M","1:19:17"
"Brendan Martin","M30","Smithtown","Team NIKE","17M","1:24:16"
"Brendan Martin","M30","Smithtown","Team NIKE","18M","1:29:10"
"Brendan Martin","M30","Smithtown","Team NIKE","30K","1:32:25"
"Brendan Martin","M30","Smithtown","Team NIKE","19M","1:34:12"
"Brendan Martin","M30","Smithtown","Team NIKE","20M","1:38:59"
"Brendan Martin","M30","Smithtown","Team NIKE","21M","1:44:07"
"Brendan Martin","M30","Smithtown","Team NIKE","35K","1:47:34"
"Brendan Martin","M30","Smithtown","Team NIKE","22M","1:48:44"
"Brendan Martin","M30","Smithtown","Team NIKE","23M","1:53:20"
"Brendan Martin","M30","Smithtown","Team NIKE","24M","1:57:59"
"Brendan Martin","M30","Smithtown","Team NIKE","40K","2:01:48"
"Brendan Martin","M30","Smithtown","Team NIKE","25M","2:02:30"
"Brendan Martin","M30","Smithtown","Team NIKE","26M","2:07:11"
"Brendan Martin","M30","Smithtown","Team NIKE","MAR","2:08:13"
"Harbert Okuti","M34","UGA","Team NIKE","3M","0:14:45"
"Harbert Okuti","M34","UGA","Team NIKE","5K","0:15:16"
"Harbert Okuti","M34","UGA","Team NIKE","4M","0:19:42"
"Harbert Okuti","M34","UGA","Team NIKE","5M","0:24:36"
"Harbert Okuti","M34","UGA","Team NIKE","6M","0:29:30"
"Harbert Okuti","M34","UGA","Team NIKE","10K","0:30:35"
"Harbert Okuti","M34","UGA","Team NIKE","7M","0:34:25"
"Harbert Okuti","M34","UGA","Team NIKE","8M","0:39:14"
"Harbert Okuti","M34","UGA","Team NIKE","9M","0:44:14"
"Harbert Okuti","M34","UGA","Team NIKE","15K","0:45:45"
"Harbert Okuti","M34","UGA","Team NIKE","10M","0:49:10"
"Harbert Okuti","M34","UGA","Team NIKE","11M","0:54:17"
"Harbert Okuti","M34","UGA","Team NIKE","12M","0:59:07"
"Harbert Okuti","M34","UGA","Team NIKE","20K","1:01:20"
"Harbert Okuti","M34","UGA","Team NIKE","13M","1:04:15"
"Harbert Okuti","M34","UGA","Team NIKE","HALF","1:04:50"
"Harbert Okuti","M34","UGA","Team NIKE","14M","1:09:16"
"Harbert Okuti","M34","UGA","Team NIKE","15M","1:14:22"
"Harbert Okuti","M34","UGA","Team NIKE","25K","1:17:07"
"Harbert Okuti","M34","UGA","Team NIKE","16M","1:19:17"
"Harbert Okuti","M34","UGA","Team NIKE","17M","1:24:16"
"Harbert Okuti","M34","UGA","Team NIKE","18M","1:29:10"
"Harbert Okuti","M34","UGA","Team NIKE","30K","1:32:25"
"Harbert Okuti","M34","UGA","Team NIKE","19M","1:34:12"
"Harbert Okuti","M34","UGA","Team NIKE","20M","1:38:59"
"Harbert Okuti","M34","UGA","Team NIKE","21M","1:44:07"
"Harbert Okuti","M34","UGA","Team NIKE","35K","1:47:34"
"Harbert Okuti","M34","UGA","Team NIKE","22M","1:48:44"
"Harbert Okuti","M34","UGA","Team NIKE","23M","1:53:20"
"Harbert Okuti","M34","UGA","Team NIKE","24M","1:57:59"
"Harbert Okuti","M34","UGA","Team NIKE","40K","2:01:48"
"Harbert Okuti","M34","UGA","Team NIKE","25M","2:02:30"
"Harbert Okuti","M34","UGA","Team NIKE","26M","2:07:11"
"Harbert Okuti","M34","UGA","Team NIKE","MAR","2:08:13"
"Fredison Costa","M42","BRA","Team NIKE","3M","0:14:45"
"Fredison Costa","M42","BRA","Team NIKE","5K","0:15:16"
"Fredison Costa","M42","BRA","Team NIKE","4M","0:19:42"
"Fredison Costa","M42","BRA","Team NIKE","5M","0:24:36"
"Fredison Costa","M42","BRA","Team NIKE","6M","0:29:30"
"Fredison Costa","M42","BRA","Team NIKE","10K","0:30:35"
"Fredison Costa","M42","BRA","Team NIKE","7M","0:34:25"
"Fredison Costa","M42","BRA","Team NIKE","8M","0:39:14"
"Fredison Costa","M42","BRA","Team NIKE","9M","0:44:14"
"Fredison Costa","M42","BRA","Team NIKE","15K","0:45:45"
"Fredison Costa","M42","BRA","Team NIKE","10M","0:49:10"
"Fredison Costa","M42","BRA","Team NIKE","11M","0:54:17"
"Fredison Costa","M42","BRA","Team NIKE","12M","0:59:07"
"Fredison Costa","M42","BRA","Team NIKE","20K","1:01:20"
"Fredison Costa","M42","BRA","Team NIKE","13M","1:04:15"
"Fredison Costa","M42","BRA","Team NIKE","HALF","1:04:50"
"Fredison Costa","M42","BRA","Team NIKE","14M","1:09:16"
"Fredison Costa","M42","BRA","Team NIKE","15M","1:14:22"
"Fredison Costa","M42","BRA","Team NIKE","25K","1:17:07"
"Fredison Costa","M42","BRA","Team NIKE","16M","1:19:17"
"Fredison Costa","M42","BRA","Team NIKE","17M","1:24:16"
"Fredison Costa","M42","BRA","Team NIKE","18M","1:29:10"
"Fredison Costa","M42","BRA","Team NIKE","30K","1:32:25"
"Fredison Costa","M42","BRA","Team NIKE","19M","1:34:12"
"Fredison Costa","M42","BRA","Team NIKE","20M","1:38:59"
"Fredison Costa","M42","BRA","Team NIKE","21M","1:44:07"
"Fredison Costa","M42","BRA","Team NIKE","35K","1:47:34"
"Fredison Costa","M42","BRA","Team NIKE","22M","1:48:44"
"Fredison Costa","M42","BRA","Team NIKE","23M","1:53:20"
"Fredison Costa","M42","BRA","Team NIKE","24M","1:57:59"
"Fredison Costa","M42","BRA","Team NIKE","40K","2:01:48"
"Fredison Costa","M42","BRA","Team NIKE","25M","2:02:30"
"Fredison Costa","M42","BRA","Team NIKE","26M","2:07:11"
"Fredison Costa","M42","BRA","Team NIKE","MAR","2:08:13"
