"Runner_name","Runner_SexeAge","Runner_Nationality","Runner_Team","Runner_Distance_name","Runner_Distance_Time"
"Geoffrey Kamworor","M26","KEN","Team NIKE","3M","0:14:45"
"Geoffrey Kamworor","M26","KEN","Team NIKE","5K","0:15:16"
"Geoffrey Kamworor","M26","KEN","Team NIKE","4M","0:19:42"
"Geoffrey Kamworor","M26","KEN","Team NIKE","5M","0:24:36"
"Geoffrey Kamworor","M26","KEN","Team NIKE","6M","0:29:30"
"Geoffrey Kamworor","M26","KEN","Team NIKE","10K","0:30:35"
"Geoffrey Kamworor","M26","KEN","Team NIKE","7M","0:34:25"
"Geoffrey Kamworor","M26","KEN","Team NIKE","8M","0:39:14"
"Geoffrey Kamworor","M26","KEN","Team NIKE","9M","0:44:14"
"Geoffrey Kamworor","M26","KEN","Team NIKE","15K","0:45:45"
"Geoffrey Kamworor","M26","KEN","Team NIKE","10M","0:49:10"
"Geoffrey Kamworor","M26","KEN","Team NIKE","11M","0:54:17"
"Geoffrey Kamworor","M26","KEN","Team NIKE","12M","0:59:07"
"Geoffrey Kamworor","M26","KEN","Team NIKE","20K","1:01:20"
"Geoffrey Kamworor","M26","KEN","Team NIKE","13M","1:04:15"
"Geoffrey Kamworor","M26","KEN","Team NIKE","HALF","1:04:50"
"Geoffrey Kamworor","M26","KEN","Team NIKE","14M","1:09:16"
"Geoffrey Kamworor","M26","KEN","Team NIKE","15M","1:14:22"
"Geoffrey Kamworor","M26","KEN","Team NIKE","25K","1:17:07"
"Geoffrey Kamworor","M26","KEN","Team NIKE","16M","1:19:17"
"Geoffrey Kamworor","M26","KEN","Team NIKE","17M","1:24:16"
"Geoffrey Kamworor","M26","KEN","Team NIKE","18M","1:29:10"
"Geoffrey Kamworor","M26","KEN","Team NIKE","30K","1:32:25"
"Geoffrey Kamworor","M26","KEN","Team NIKE","19M","1:34:12"
"Geoffrey Kamworor","M26","KEN","Team NIKE","20M","1:38:59"
"Geoffrey Kamworor","M26","KEN","Team NIKE","21M","1:44:07"
"Geoffrey Kamworor","M26","KEN","Team NIKE","35K","1:47:34"
"Geoffrey Kamworor","M26","KEN","Team NIKE","22M","1:48:44"
"Geoffrey Kamworor","M26","KEN","Team NIKE","23M","1:53:20"
"Geoffrey Kamworor","M26","KEN","Team NIKE","24M","1:57:59"
"Geoffrey Kamworor","M26","KEN","Team NIKE","40K","2:01:48"
"Geoffrey Kamworor","M26","KEN","Team NIKE","25M","2:02:30"
"Geoffrey Kamworor","M26","KEN","Team NIKE","26M","2:07:11"
"Geoffrey Kamworor","M26","KEN","Team NIKE","MAR","2:08:13"
"Albert Korir","M25","KEN","Team NIKE","3M","0:14:45"
"Albert Korir","M25","KEN","Team NIKE","5K","0:15:16"
"Albert Korir","M25","KEN","Team NIKE","4M","0:19:42"
"Albert Korir","M25","KEN","Team NIKE","5M","0:24:36"
"Albert Korir","M25","KEN","Team NIKE","6M","0:29:30"
"Albert Korir","M25","KEN","Team NIKE","10K","0:30:35"
"Albert Korir","M25","KEN","Team NIKE","7M","0:34:25"
"Albert Korir","M25","KEN","Team NIKE","8M","0:39:14"
"Albert Korir","M25","KEN","Team NIKE","9M","0:44:14"
"Albert Korir","M25","KEN","Team NIKE","15K","0:45:45"
"Albert Korir","M25","KEN","Team NIKE","10M","0:49:10"
"Albert Korir","M25","KEN","Team NIKE","11M","0:54:17"
"Albert Korir","M25","KEN","Team NIKE","12M","0:59:07"
"Albert Korir","M25","KEN","Team NIKE","20K","1:01:20"
"Albert Korir","M25","KEN","Team NIKE","13M","1:04:15"
"Albert Korir","M25","KEN","Team NIKE","HALF","1:04:50"
"Albert Korir","M25","KEN","Team NIKE","14M","1:09:16"
"Albert Korir","M25","KEN","Team NIKE","15M","1:14:22"
"Albert Korir","M25","KEN","Team NIKE","25K","1:17:07"
"Albert Korir","M25","KEN","Team NIKE","16M","1:19:17"
"Albert Korir","M25","KEN","Team NIKE","17M","1:24:16"
"Albert Korir","M25","KEN","Team NIKE","18M","1:29:10"
"Albert Korir","M25","KEN","Team NIKE","30K","1:32:25"
"Albert Korir","M25","KEN","Team NIKE","19M","1:34:12"
"Albert Korir","M25","KEN","Team NIKE","20M","1:38:59"
"Albert Korir","M25","KEN","Team NIKE","21M","1:44:07"
"Albert Korir","M25","KEN","Team NIKE","35K","1:47:34"
"Albert Korir","M25","KEN","Team NIKE","22M","1:48:44"
"Albert Korir","M25","KEN","Team NIKE","23M","1:53:20"
"Albert Korir","M25","KEN","Team NIKE","24M","1:57:59"
"Albert Korir","M25","KEN","Team NIKE","40K","2:01:48"
"Albert Korir","M25","KEN","Team NIKE","25M","2:02:30"
"Albert Korir","M25","KEN","Team NIKE","26M","2:07:11"
"Albert Korir","M25","KEN","Team NIKE","MAR","2:08:13"
"Girma Bekele Gebre","M26","ETH","Team NIKE","3M","0:14:45"
"Girma Bekele Gebre","M26","ETH","Team NIKE","5K","0:15:16"
"Girma Bekele Gebre","M26","ETH","Team NIKE","4M","0:19:42"
"Girma Bekele Gebre","M26","ETH","Team NIKE","5M","0:24:36"
"Girma Bekele Gebre","M26","ETH","Team NIKE","6M","0:29:30"
"Girma Bekele Gebre","M26","ETH","Team NIKE","10K","0:30:35"
"Girma Bekele Gebre","M26","ETH","Team NIKE","7M","0:34:25"
"Girma Bekele Gebre","M26","ETH","Team NIKE","8M","0:39:14"
"Girma Bekele Gebre","M26","ETH","Team NIKE","9M","0:44:14"
"Girma Bekele Gebre","M26","ETH","Team NIKE","15K","0:45:45"
"Girma Bekele Gebre","M26","ETH","Team NIKE","10M","0:49:10"
"Girma Bekele Gebre","M26","ETH","Team NIKE","11M","0:54:17"
"Girma Bekele Gebre","M26","ETH","Team NIKE","12M","0:59:07"
"Girma Bekele Gebre","M26","ETH","Team NIKE","20K","1:01:20"
"Girma Bekele Gebre","M26","ETH","Team NIKE","13M","1:04:15"
"Girma Bekele Gebre","M26","ETH","Team NIKE","HALF","1:04:50"
"Girma Bekele Gebre","M26","ETH","Team NIKE","14M","1:09:16"
"Girma Bekele Gebre","M26","ETH","Team NIKE","15M","1:14:22"
"Girma Bekele Gebre","M26","ETH","Team NIKE","25K","1:17:07"
"Girma Bekele Gebre","M26","ETH","Team NIKE","16M","1:19:17"
"Girma Bekele Gebre","M26","ETH","Team NIKE","17M","1:24:16"
"Girma Bekele Gebre","M26","ETH","Team NIKE","18M","1:29:10"
"Girma Bekele Gebre","M26","ETH","Team NIKE","30K","1:32:25"
"Girma Bekele Gebre","M26","ETH","Team NIKE","19M","1:34:12"
"Girma Bekele Gebre","M26","ETH","Team NIKE","20M","1:38:59"
"Girma Bekele Gebre","M26","ETH","Team NIKE","21M","1:44:07"
"Girma Bekele Gebre","M26","ETH","Team NIKE","35K","1:47:34"
"Girma Bekele Gebre","M26","ETH","Team NIKE","22M","1:48:44"
"Girma Bekele Gebre","M26","ETH","Team NIKE","23M","1:53:20"
"Girma Bekele Gebre","M26","ETH","Team NIKE","24M","1:57:59"
"Girma Bekele Gebre","M26","ETH","Team NIKE","40K","2:01:48"
"Girma Bekele Gebre","M26","ETH","Team NIKE","25M","2:02:30"
"Girma Bekele Gebre","M26","ETH","Team NIKE","26M","2:07:11"
"Girma Bekele Gebre","M26","ETH","Team NIKE","MAR","2:08:13"
"Tamirat Tola","M28","ETH","Team NIKE","3M","0:14:45"
"Tamirat Tola","M28","ETH","Team NIKE","5K","0:15:16"
"Tamirat Tola","M28","ETH","Team NIKE","4M","0:19:42"
"Tamirat Tola","M28","ETH","Team NIKE","5M","0:24:36"
"Tamirat Tola","M28","ETH","Team NIKE","6M","0:29:30"
"Tamirat Tola","M28","ETH","Team NIKE","10K","0:30:35"
"Tamirat Tola","M28","ETH","Team NIKE","7M","0:34:25"
"Tamirat Tola","M28","ETH","Team NIKE","8M","0:39:14"
"Tamirat Tola","M28","ETH","Team NIKE","9M","0:44:14"
"Tamirat Tola","M28","ETH","Team NIKE","15K","0:45:45"
"Tamirat Tola","M28","ETH","Team NIKE","10M","0:49:10"
"Tamirat Tola","M28","ETH","Team NIKE","11M","0:54:17"
"Tamirat Tola","M28","ETH","Team NIKE","12M","0:59:07"
"Tamirat Tola","M28","ETH","Team NIKE","20K","1:01:20"
"Tamirat Tola","M28","ETH","Team NIKE","13M","1:04:15"
"Tamirat Tola","M28","ETH","Team NIKE","HALF","1:04:50"
"Tamirat Tola","M28","ETH","Team NIKE","14M","1:09:16"
"Tamirat Tola","M28","ETH","Team NIKE","15M","1:14:22"
"Tamirat Tola","M28","ETH","Team NIKE","25K","1:17:07"
"Tamirat Tola","M28","ETH","Team NIKE","16M","1:19:17"
"Tamirat Tola","M28","ETH","Team NIKE","17M","1:24:16"
"Tamirat Tola","M28","ETH","Team NIKE","18M","1:29:10"
"Tamirat Tola","M28","ETH","Team NIKE","30K","1:32:25"
"Tamirat Tola","M28","ETH","Team NIKE","19M","1:34:12"
"Tamirat Tola","M28","ETH","Team NIKE","20M","1:38:59"
"Tamirat Tola","M28","ETH","Team NIKE","21M","1:44:07"
"Tamirat Tola","M28","ETH","Team NIKE","35K","1:47:34"
"Tamirat Tola","M28","ETH","Team NIKE","22M","1:48:44"
"Tamirat Tola","M28","ETH","Team NIKE","23M","1:53:20"
"Tamirat Tola","M28","ETH","Team NIKE","24M","1:57:59"
"Tamirat Tola","M28","ETH","Team NIKE","40K","2:01:48"
"Tamirat Tola","M28","ETH","Team NIKE","25M","2:02:30"
"Tamirat Tola","M28","ETH","Team NIKE","26M","2:07:11"
"Tamirat Tola","M28","ETH","Team NIKE","MAR","2:08:13"
"Shura Kitata","M23","ETH","Team NIKE","3M","0:14:45"
"Shura Kitata","M23","ETH","Team NIKE","5K","0:15:16"
"Shura Kitata","M23","ETH","Team NIKE","4M","0:19:42"
"Shura Kitata","M23","ETH","Team NIKE","5M","0:24:36"
"Shura Kitata","M23","ETH","Team NIKE","6M","0:29:30"
"Shura Kitata","M23","ETH","Team NIKE","10K","0:30:35"
"Shura Kitata","M23","ETH","Team NIKE","7M","0:34:25"
"Shura Kitata","M23","ETH","Team NIKE","8M","0:39:14"
"Shura Kitata","M23","ETH","Team NIKE","9M","0:44:14"
"Shura Kitata","M23","ETH","Team NIKE","15K","0:45:45"
"Shura Kitata","M23","ETH","Team NIKE","10M","0:49:10"
"Shura Kitata","M23","ETH","Team NIKE","11M","0:54:17"
"Shura Kitata","M23","ETH","Team NIKE","12M","0:59:07"
"Shura Kitata","M23","ETH","Team NIKE","20K","1:01:20"
"Shura Kitata","M23","ETH","Team NIKE","13M","1:04:15"
"Shura Kitata","M23","ETH","Team NIKE","HALF","1:04:50"
"Shura Kitata","M23","ETH","Team NIKE","14M","1:09:16"
"Shura Kitata","M23","ETH","Team NIKE","15M","1:14:22"
"Shura Kitata","M23","ETH","Team NIKE","25K","1:17:07"
"Shura Kitata","M23","ETH","Team NIKE","16M","1:19:17"
"Shura Kitata","M23","ETH","Team NIKE","17M","1:24:16"
"Shura Kitata","M23","ETH","Team NIKE","18M","1:29:10"
"Shura Kitata","M23","ETH","Team NIKE","30K","1:32:25"
"Shura Kitata","M23","ETH","Team NIKE","19M","1:34:12"
"Shura Kitata","M23","ETH","Team NIKE","20M","1:38:59"
"Shura Kitata","M23","ETH","Team NIKE","21M","1:44:07"
"Shura Kitata","M23","ETH","Team NIKE","35K","1:47:34"
"Shura Kitata","M23","ETH","Team NIKE","22M","1:48:44"
"Shura Kitata","M23","ETH","Team NIKE","23M","1:53:20"
"Shura Kitata","M23","ETH","Team NIKE","24M","1:57:59"
"Shura Kitata","M23","ETH","Team NIKE","40K","2:01:48"
"Shura Kitata","M23","ETH","Team NIKE","25M","2:02:30"
"Shura Kitata","M23","ETH","Team NIKE","26M","2:07:11"
"Shura Kitata","M23","ETH","Team NIKE","MAR","2:08:13"
"Jared Ward","M31","Mapleton","Team NIKE","3M","0:14:45"
"Jared Ward","M31","Mapleton","Team NIKE","5K","0:15:16"
"Jared Ward","M31","Mapleton","Team NIKE","4M","0:19:42"
"Jared Ward","M31","Mapleton","Team NIKE","5M","0:24:36"
"Jared Ward","M31","Mapleton","Team NIKE","6M","0:29:30"
"Jared Ward","M31","Mapleton","Team NIKE","10K","0:30:35"
"Jared Ward","M31","Mapleton","Team NIKE","7M","0:34:25"
"Jared Ward","M31","Mapleton","Team NIKE","8M","0:39:14"
"Jared Ward","M31","Mapleton","Team NIKE","9M","0:44:14"
"Jared Ward","M31","Mapleton","Team NIKE","15K","0:45:45"
"Jared Ward","M31","Mapleton","Team NIKE","10M","0:49:10"
"Jared Ward","M31","Mapleton","Team NIKE","11M","0:54:17"
"Jared Ward","M31","Mapleton","Team NIKE","12M","0:59:07"
"Jared Ward","M31","Mapleton","Team NIKE","20K","1:01:20"
"Jared Ward","M31","Mapleton","Team NIKE","13M","1:04:15"
"Jared Ward","M31","Mapleton","Team NIKE","HALF","1:04:50"
"Jared Ward","M31","Mapleton","Team NIKE","14M","1:09:16"
"Jared Ward","M31","Mapleton","Team NIKE","15M","1:14:22"
"Jared Ward","M31","Mapleton","Team NIKE","25K","1:17:07"
"Jared Ward","M31","Mapleton","Team NIKE","16M","1:19:17"
"Jared Ward","M31","Mapleton","Team NIKE","17M","1:24:16"
"Jared Ward","M31","Mapleton","Team NIKE","18M","1:29:10"
"Jared Ward","M31","Mapleton","Team NIKE","30K","1:32:25"
"Jared Ward","M31","Mapleton","Team NIKE","19M","1:34:12"
"Jared Ward","M31","Mapleton","Team NIKE","20M","1:38:59"
"Jared Ward","M31","Mapleton","Team NIKE","21M","1:44:07"
"Jared Ward","M31","Mapleton","Team NIKE","35K","1:47:34"
"Jared Ward","M31","Mapleton","Team NIKE","22M","1:48:44"
"Jared Ward","M31","Mapleton","Team NIKE","23M","1:53:20"
"Jared Ward","M31","Mapleton","Team NIKE","24M","1:57:59"
"Jared Ward","M31","Mapleton","Team NIKE","40K","2:01:48"
"Jared Ward","M31","Mapleton","Team NIKE","25M","2:02:30"
"Jared Ward","M31","Mapleton","Team NIKE","26M","2:07:11"
"Jared Ward","M31","Mapleton","Team NIKE","MAR","2:08:13"
"Stephen Sambu","M31","KEN","Team NIKE","3M","0:14:45"
"Stephen Sambu","M31","KEN","Team NIKE","5K","0:15:16"
"Stephen Sambu","M31","KEN","Team NIKE","4M","0:19:42"
"Stephen Sambu","M31","KEN","Team NIKE","5M","0:24:36"
"Stephen Sambu","M31","KEN","Team NIKE","6M","0:29:30"
"Stephen Sambu","M31","KEN","Team NIKE","10K","0:30:35"
"Stephen Sambu","M31","KEN","Team NIKE","7M","0:34:25"
"Stephen Sambu","M31","KEN","Team NIKE","8M","0:39:14"
"Stephen Sambu","M31","KEN","Team NIKE","9M","0:44:14"
"Stephen Sambu","M31","KEN","Team NIKE","15K","0:45:45"
"Stephen Sambu","M31","KEN","Team NIKE","10M","0:49:10"
"Stephen Sambu","M31","KEN","Team NIKE","11M","0:54:17"
"Stephen Sambu","M31","KEN","Team NIKE","12M","0:59:07"
"Stephen Sambu","M31","KEN","Team NIKE","20K","1:01:20"
"Stephen Sambu","M31","KEN","Team NIKE","13M","1:04:15"
"Stephen Sambu","M31","KEN","Team NIKE","HALF","1:04:50"
"Stephen Sambu","M31","KEN","Team NIKE","14M","1:09:16"
"Stephen Sambu","M31","KEN","Team NIKE","15M","1:14:22"
"Stephen Sambu","M31","KEN","Team NIKE","25K","1:17:07"
"Stephen Sambu","M31","KEN","Team NIKE","16M","1:19:17"
"Stephen Sambu","M31","KEN","Team NIKE","17M","1:24:16"
"Stephen Sambu","M31","KEN","Team NIKE","18M","1:29:10"
"Stephen Sambu","M31","KEN","Team NIKE","30K","1:32:25"
"Stephen Sambu","M31","KEN","Team NIKE","19M","1:34:12"
"Stephen Sambu","M31","KEN","Team NIKE","20M","1:38:59"
"Stephen Sambu","M31","KEN","Team NIKE","21M","1:44:07"
"Stephen Sambu","M31","KEN","Team NIKE","35K","1:47:34"
"Stephen Sambu","M31","KEN","Team NIKE","22M","1:48:44"
"Stephen Sambu","M31","KEN","Team NIKE","23M","1:53:20"
"Stephen Sambu","M31","KEN","Team NIKE","24M","1:57:59"
"Stephen Sambu","M31","KEN","Team NIKE","40K","2:01:48"
"Stephen Sambu","M31","KEN","Team NIKE","25M","2:02:30"
"Stephen Sambu","M31","KEN","Team NIKE","26M","2:07:11"
"Stephen Sambu","M31","KEN","Team NIKE","MAR","2:08:13"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","3M","0:14:45"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","5K","0:15:16"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","4M","0:19:42"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","5M","0:24:36"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","6M","0:29:30"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","10K","0:30:35"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","7M","0:34:25"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","8M","0:39:14"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","9M","0:44:14"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","15K","0:45:45"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","10M","0:49:10"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","11M","0:54:17"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","12M","0:59:07"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","20K","1:01:20"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","13M","1:04:15"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","HALF","1:04:50"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","14M","1:09:16"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","15M","1:14:22"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","25K","1:17:07"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","16M","1:19:17"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","17M","1:24:16"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","18M","1:29:10"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","30K","1:32:25"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","19M","1:34:12"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","20M","1:38:59"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","21M","1:44:07"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","35K","1:47:34"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","22M","1:48:44"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","23M","1:53:20"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","24M","1:57:59"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","40K","2:01:48"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","25M","2:02:30"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","26M","2:07:11"
"Yoshiki Takenouchi","M27","JPN","Team NIKE","MAR","2:08:13"
"Abdi Abdirahman","M42","Tucson","Team NIKE","3M","0:14:45"
"Abdi Abdirahman","M42","Tucson","Team NIKE","5K","0:15:16"
"Abdi Abdirahman","M42","Tucson","Team NIKE","4M","0:19:42"
"Abdi Abdirahman","M42","Tucson","Team NIKE","5M","0:24:36"
"Abdi Abdirahman","M42","Tucson","Team NIKE","6M","0:29:30"
"Abdi Abdirahman","M42","Tucson","Team NIKE","10K","0:30:35"
"Abdi Abdirahman","M42","Tucson","Team NIKE","7M","0:34:25"
"Abdi Abdirahman","M42","Tucson","Team NIKE","8M","0:39:14"
"Abdi Abdirahman","M42","Tucson","Team NIKE","9M","0:44:14"
"Abdi Abdirahman","M42","Tucson","Team NIKE","15K","0:45:45"
"Abdi Abdirahman","M42","Tucson","Team NIKE","10M","0:49:10"
"Abdi Abdirahman","M42","Tucson","Team NIKE","11M","0:54:17"
"Abdi Abdirahman","M42","Tucson","Team NIKE","12M","0:59:07"
"Abdi Abdirahman","M42","Tucson","Team NIKE","20K","1:01:20"
"Abdi Abdirahman","M42","Tucson","Team NIKE","13M","1:04:15"
"Abdi Abdirahman","M42","Tucson","Team NIKE","HALF","1:04:50"
"Abdi Abdirahman","M42","Tucson","Team NIKE","14M","1:09:16"
"Abdi Abdirahman","M42","Tucson","Team NIKE","15M","1:14:22"
"Abdi Abdirahman","M42","Tucson","Team NIKE","25K","1:17:07"
"Abdi Abdirahman","M42","Tucson","Team NIKE","16M","1:19:17"
"Abdi Abdirahman","M42","Tucson","Team NIKE","17M","1:24:16"
"Abdi Abdirahman","M42","Tucson","Team NIKE","18M","1:29:10"
"Abdi Abdirahman","M42","Tucson","Team NIKE","30K","1:32:25"
"Abdi Abdirahman","M42","Tucson","Team NIKE","19M","1:34:12"
"Abdi Abdirahman","M42","Tucson","Team NIKE","20M","1:38:59"
"Abdi Abdirahman","M42","Tucson","Team NIKE","21M","1:44:07"
"Abdi Abdirahman","M42","Tucson","Team NIKE","35K","1:47:34"
"Abdi Abdirahman","M42","Tucson","Team NIKE","22M","1:48:44"
"Abdi Abdirahman","M42","Tucson","Team NIKE","23M","1:53:20"
"Abdi Abdirahman","M42","Tucson","Team NIKE","24M","1:57:59"
"Abdi Abdirahman","M42","Tucson","Team NIKE","40K","2:01:48"
"Abdi Abdirahman","M42","Tucson","Team NIKE","25M","2:02:30"
"Abdi Abdirahman","M42","Tucson","Team NIKE","26M","2:07:11"
"Abdi Abdirahman","M42","Tucson","Team NIKE","MAR","2:08:13"
"Connor McMillan","M23","Provo","Team NIKE","3M","0:14:45"
"Connor McMillan","M23","Provo","Team NIKE","5K","0:15:16"
"Connor McMillan","M23","Provo","Team NIKE","4M","0:19:42"
"Connor McMillan","M23","Provo","Team NIKE","5M","0:24:36"
"Connor McMillan","M23","Provo","Team NIKE","6M","0:29:30"
"Connor McMillan","M23","Provo","Team NIKE","10K","0:30:35"
"Connor McMillan","M23","Provo","Team NIKE","7M","0:34:25"
"Connor McMillan","M23","Provo","Team NIKE","8M","0:39:14"
"Connor McMillan","M23","Provo","Team NIKE","9M","0:44:14"
"Connor McMillan","M23","Provo","Team NIKE","15K","0:45:45"
"Connor McMillan","M23","Provo","Team NIKE","10M","0:49:10"
"Connor McMillan","M23","Provo","Team NIKE","11M","0:54:17"
"Connor McMillan","M23","Provo","Team NIKE","12M","0:59:07"
"Connor McMillan","M23","Provo","Team NIKE","20K","1:01:20"
"Connor McMillan","M23","Provo","Team NIKE","13M","1:04:15"
"Connor McMillan","M23","Provo","Team NIKE","HALF","1:04:50"
"Connor McMillan","M23","Provo","Team NIKE","14M","1:09:16"
"Connor McMillan","M23","Provo","Team NIKE","15M","1:14:22"
"Connor McMillan","M23","Provo","Team NIKE","25K","1:17:07"
"Connor McMillan","M23","Provo","Team NIKE","16M","1:19:17"
"Connor McMillan","M23","Provo","Team NIKE","17M","1:24:16"
"Connor McMillan","M23","Provo","Team NIKE","18M","1:29:10"
"Connor McMillan","M23","Provo","Team NIKE","30K","1:32:25"
"Connor McMillan","M23","Provo","Team NIKE","19M","1:34:12"
"Connor McMillan","M23","Provo","Team NIKE","20M","1:38:59"
"Connor McMillan","M23","Provo","Team NIKE","21M","1:44:07"
"Connor McMillan","M23","Provo","Team NIKE","35K","1:47:34"
"Connor McMillan","M23","Provo","Team NIKE","22M","1:48:44"
"Connor McMillan","M23","Provo","Team NIKE","23M","1:53:20"
"Connor McMillan","M23","Provo","Team NIKE","24M","1:57:59"
"Connor McMillan","M23","Provo","Team NIKE","40K","2:01:48"
"Connor McMillan","M23","Provo","Team NIKE","25M","2:02:30"
"Connor McMillan","M23","Provo","Team NIKE","26M","2:07:11"
"Connor McMillan","M23","Provo","Team NIKE","MAR","2:08:13"
"Arne Gabius","M38","GER","Team NIKE","3M","0:14:45"
"Arne Gabius","M38","GER","Team NIKE","5K","0:15:16"
"Arne Gabius","M38","GER","Team NIKE","4M","0:19:42"
"Arne Gabius","M38","GER","Team NIKE","5M","0:24:36"
"Arne Gabius","M38","GER","Team NIKE","6M","0:29:30"
"Arne Gabius","M38","GER","Team NIKE","10K","0:30:35"
"Arne Gabius","M38","GER","Team NIKE","7M","0:34:25"
"Arne Gabius","M38","GER","Team NIKE","8M","0:39:14"
"Arne Gabius","M38","GER","Team NIKE","9M","0:44:14"
"Arne Gabius","M38","GER","Team NIKE","15K","0:45:45"
"Arne Gabius","M38","GER","Team NIKE","10M","0:49:10"
"Arne Gabius","M38","GER","Team NIKE","11M","0:54:17"
"Arne Gabius","M38","GER","Team NIKE","12M","0:59:07"
"Arne Gabius","M38","GER","Team NIKE","20K","1:01:20"
"Arne Gabius","M38","GER","Team NIKE","13M","1:04:15"
"Arne Gabius","M38","GER","Team NIKE","HALF","1:04:50"
"Arne Gabius","M38","GER","Team NIKE","14M","1:09:16"
"Arne Gabius","M38","GER","Team NIKE","15M","1:14:22"
"Arne Gabius","M38","GER","Team NIKE","25K","1:17:07"
"Arne Gabius","M38","GER","Team NIKE","16M","1:19:17"
"Arne Gabius","M38","GER","Team NIKE","17M","1:24:16"
"Arne Gabius","M38","GER","Team NIKE","18M","1:29:10"
"Arne Gabius","M38","GER","Team NIKE","30K","1:32:25"
"Arne Gabius","M38","GER","Team NIKE","19M","1:34:12"
"Arne Gabius","M38","GER","Team NIKE","20M","1:38:59"
"Arne Gabius","M38","GER","Team NIKE","21M","1:44:07"
"Arne Gabius","M38","GER","Team NIKE","35K","1:47:34"
"Arne Gabius","M38","GER","Team NIKE","22M","1:48:44"
"Arne Gabius","M38","GER","Team NIKE","23M","1:53:20"
"Arne Gabius","M38","GER","Team NIKE","24M","1:57:59"
"Arne Gabius","M38","GER","Team NIKE","40K","2:01:48"
"Arne Gabius","M38","GER","Team NIKE","25M","2:02:30"
"Arne Gabius","M38","GER","Team NIKE","26M","2:07:11"
"Arne Gabius","M38","GER","Team NIKE","MAR","2:08:13"
"Daniel Mesfun","M31","ERI","Team NIKE","3M","0:14:45"
"Daniel Mesfun","M31","ERI","Team NIKE","5K","0:15:16"
"Daniel Mesfun","M31","ERI","Team NIKE","4M","0:19:42"
"Daniel Mesfun","M31","ERI","Team NIKE","5M","0:24:36"
"Daniel Mesfun","M31","ERI","Team NIKE","6M","0:29:30"
"Daniel Mesfun","M31","ERI","Team NIKE","10K","0:30:35"
"Daniel Mesfun","M31","ERI","Team NIKE","7M","0:34:25"
"Daniel Mesfun","M31","ERI","Team NIKE","8M","0:39:14"
"Daniel Mesfun","M31","ERI","Team NIKE","9M","0:44:14"
"Daniel Mesfun","M31","ERI","Team NIKE","15K","0:45:45"
"Daniel Mesfun","M31","ERI","Team NIKE","10M","0:49:10"
"Daniel Mesfun","M31","ERI","Team NIKE","11M","0:54:17"
"Daniel Mesfun","M31","ERI","Team NIKE","12M","0:59:07"
"Daniel Mesfun","M31","ERI","Team NIKE","20K","1:01:20"
"Daniel Mesfun","M31","ERI","Team NIKE","13M","1:04:15"
"Daniel Mesfun","M31","ERI","Team NIKE","HALF","1:04:50"
"Daniel Mesfun","M31","ERI","Team NIKE","14M","1:09:16"
"Daniel Mesfun","M31","ERI","Team NIKE","15M","1:14:22"
"Daniel Mesfun","M31","ERI","Team NIKE","25K","1:17:07"
"Daniel Mesfun","M31","ERI","Team NIKE","16M","1:19:17"
"Daniel Mesfun","M31","ERI","Team NIKE","17M","1:24:16"
"Daniel Mesfun","M31","ERI","Team NIKE","18M","1:29:10"
"Daniel Mesfun","M31","ERI","Team NIKE","30K","1:32:25"
"Daniel Mesfun","M31","ERI","Team NIKE","19M","1:34:12"
"Daniel Mesfun","M31","ERI","Team NIKE","20M","1:38:59"
"Daniel Mesfun","M31","ERI","Team NIKE","21M","1:44:07"
"Daniel Mesfun","M31","ERI","Team NIKE","35K","1:47:34"
